# data from file /Users/tpaneque/Library/CloudStorage/Dropbox/Documents_MAC_ESO/MAPS/hd163296/HD_163296_CO_220GHz.robust_0.5.JvMcorr.image.fits
# parameters used:
# PA: -133.3
# inc: 46.7
# dist: 101.0 
# vsys: 5800.0 
# Xmax: 800 
# Zmax: 300
# r[au] h[au] temp[K] std_temp[K]
2.010000000000000000e+02 4.300000000000000000e+01 3.966284942626953125e+01 0.000000000000000000e+00
2.010000000000000000e+02 4.800000000000000000e+01 4.003723907470703125e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.000000000000000000e+01 4.634400939941406250e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.300000000000000000e+01 4.443143081665039062e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.400000000000000000e+01 4.327059173583984375e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.600000000000000000e+01 4.570719909667968750e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.700000000000000000e+01 4.491748046875000000e+01 0.000000000000000000e+00
2.010000000000000000e+02 5.800000000000000000e+01 4.281286048889160156e+01 7.191333770751953125e-01
2.010000000000000000e+02 5.900000000000000000e+01 4.266180801391601562e+01 3.923301696777343750e-01
2.010000000000000000e+02 6.100000000000000000e+01 4.627897644042968750e+01 0.000000000000000000e+00
2.010000000000000000e+02 6.200000000000000000e+01 4.138083267211914062e+01 0.000000000000000000e+00
2.010000000000000000e+02 6.300000000000000000e+01 4.618347167968750000e+01 0.000000000000000000e+00
2.010000000000000000e+02 6.400000000000000000e+01 4.153080368041992188e+01 0.000000000000000000e+00
2.010000000000000000e+02 6.900000000000000000e+01 4.314388275146484375e+01 0.000000000000000000e+00
2.010000000000000000e+02 7.000000000000000000e+01 4.704261016845703125e+01 0.000000000000000000e+00
2.020000000000000000e+02 1.000000000000000000e+00 2.307938003540039062e+01 2.075378417968750000e+00
2.020000000000000000e+02 3.000000000000000000e+00 2.846385192871093750e+01 0.000000000000000000e+00
2.020000000000000000e+02 6.000000000000000000e+00 2.623080253601074219e+01 0.000000000000000000e+00
2.020000000000000000e+02 7.000000000000000000e+00 2.633223724365234375e+01 0.000000000000000000e+00
2.020000000000000000e+02 8.000000000000000000e+00 2.958981895446777344e+01 0.000000000000000000e+00
2.020000000000000000e+02 9.000000000000000000e+00 2.715524864196777344e+01 0.000000000000000000e+00
2.020000000000000000e+02 1.800000000000000000e+01 3.053429603576660156e+01 0.000000000000000000e+00
2.020000000000000000e+02 1.900000000000000000e+01 3.593938064575195312e+01 0.000000000000000000e+00
2.020000000000000000e+02 2.000000000000000000e+01 3.140613365173339844e+01 0.000000000000000000e+00
2.020000000000000000e+02 2.500000000000000000e+01 3.273929786682128906e+01 1.104183197021484375e-01
2.020000000000000000e+02 2.600000000000000000e+01 3.779893112182617188e+01 1.539001464843750000e-01
2.020000000000000000e+02 2.800000000000000000e+01 4.252851486206054688e+01 0.000000000000000000e+00
2.020000000000000000e+02 3.200000000000000000e+01 3.534498977661132812e+01 0.000000000000000000e+00
2.020000000000000000e+02 3.400000000000000000e+01 3.719450569152832031e+01 1.378568649291992188e+00
2.020000000000000000e+02 3.700000000000000000e+01 4.020041275024414062e+01 0.000000000000000000e+00
2.020000000000000000e+02 3.900000000000000000e+01 4.154425811767578125e+01 0.000000000000000000e+00
2.020000000000000000e+02 4.300000000000000000e+01 4.435149765014648438e+01 0.000000000000000000e+00
2.020000000000000000e+02 4.400000000000000000e+01 3.979149627685546875e+01 0.000000000000000000e+00
2.020000000000000000e+02 4.500000000000000000e+01 4.393128204345703125e+01 0.000000000000000000e+00
2.020000000000000000e+02 4.700000000000000000e+01 4.339546203613281250e+01 0.000000000000000000e+00
2.020000000000000000e+02 5.000000000000000000e+01 4.512892150878906250e+01 0.000000000000000000e+00
2.020000000000000000e+02 5.700000000000000000e+01 4.519326019287109375e+01 0.000000000000000000e+00
2.020000000000000000e+02 6.100000000000000000e+01 4.208164978027343750e+01 0.000000000000000000e+00
2.020000000000000000e+02 6.200000000000000000e+01 4.433855438232421875e+01 0.000000000000000000e+00
2.020000000000000000e+02 6.400000000000000000e+01 4.294201660156250000e+01 0.000000000000000000e+00
2.020000000000000000e+02 7.300000000000000000e+01 4.595614624023437500e+01 0.000000000000000000e+00
2.030000000000000000e+02 0.000000000000000000e+00 2.609191513061523438e+01 0.000000000000000000e+00
2.030000000000000000e+02 1.000000000000000000e+00 2.866573715209960938e+01 0.000000000000000000e+00
2.030000000000000000e+02 3.000000000000000000e+00 2.594245147705078125e+01 0.000000000000000000e+00
2.030000000000000000e+02 7.000000000000000000e+00 2.489865112304687500e+01 0.000000000000000000e+00
2.030000000000000000e+02 8.000000000000000000e+00 2.737796497344970703e+01 7.068157196044921875e-02
2.030000000000000000e+02 9.000000000000000000e+00 2.650154876708984375e+01 0.000000000000000000e+00
2.030000000000000000e+02 1.000000000000000000e+01 3.283229064941406250e+01 0.000000000000000000e+00
2.030000000000000000e+02 1.100000000000000000e+01 3.098124313354492188e+01 3.939258575439453125e+00
2.030000000000000000e+02 2.000000000000000000e+01 3.708540725708007812e+01 5.619487762451171875e+00
2.030000000000000000e+02 2.700000000000000000e+01 3.316923141479492188e+01 0.000000000000000000e+00
2.030000000000000000e+02 2.800000000000000000e+01 3.375854110717773438e+01 0.000000000000000000e+00
2.030000000000000000e+02 3.000000000000000000e+01 3.295839691162109375e+01 0.000000000000000000e+00
2.030000000000000000e+02 3.400000000000000000e+01 3.981797981262207031e+01 1.019227981567382812e+00
2.030000000000000000e+02 4.100000000000000000e+01 4.392909240722656250e+01 0.000000000000000000e+00
2.030000000000000000e+02 4.200000000000000000e+01 4.110080146789550781e+01 2.168264389038085938e+00
2.030000000000000000e+02 5.000000000000000000e+01 4.456492805480957031e+01 9.754505157470703125e-01
2.030000000000000000e+02 5.600000000000000000e+01 4.405957794189453125e+01 0.000000000000000000e+00
2.030000000000000000e+02 5.700000000000000000e+01 4.115144348144531250e+01 0.000000000000000000e+00
2.030000000000000000e+02 5.900000000000000000e+01 4.185652923583984375e+01 0.000000000000000000e+00
2.030000000000000000e+02 6.100000000000000000e+01 4.650518798828125000e+01 0.000000000000000000e+00
2.030000000000000000e+02 6.400000000000000000e+01 4.404266738891601562e+01 1.862037658691406250e+00
2.030000000000000000e+02 6.900000000000000000e+01 4.628286361694335938e+01 0.000000000000000000e+00
2.030000000000000000e+02 7.000000000000000000e+01 4.354957580566406250e+01 0.000000000000000000e+00
2.030000000000000000e+02 7.300000000000000000e+01 4.510007476806640625e+01 0.000000000000000000e+00
2.040000000000000000e+02 0.000000000000000000e+00 3.588165092468261719e+01 7.387790679931640625e-01
2.040000000000000000e+02 2.000000000000000000e+00 3.036596679687500000e+01 0.000000000000000000e+00
2.040000000000000000e+02 8.000000000000000000e+00 2.677346420288085938e+01 0.000000000000000000e+00
2.040000000000000000e+02 9.000000000000000000e+00 2.704594993591308594e+01 0.000000000000000000e+00
2.040000000000000000e+02 2.000000000000000000e+01 3.473434257507324219e+01 4.579477310180664062e+00
2.040000000000000000e+02 2.300000000000000000e+01 3.225681304931640625e+01 0.000000000000000000e+00
2.040000000000000000e+02 2.500000000000000000e+01 3.343831253051757812e+01 0.000000000000000000e+00
2.040000000000000000e+02 3.000000000000000000e+01 3.753879165649414062e+01 0.000000000000000000e+00
2.040000000000000000e+02 3.100000000000000000e+01 3.497417449951171875e+01 1.963500976562500000e-01
2.040000000000000000e+02 3.200000000000000000e+01 3.497152900695800781e+01 3.498210906982421875e-01
2.040000000000000000e+02 3.800000000000000000e+01 3.578962707519531250e+01 0.000000000000000000e+00
2.040000000000000000e+02 3.900000000000000000e+01 3.822324371337890625e+01 0.000000000000000000e+00
2.040000000000000000e+02 4.800000000000000000e+01 4.266504669189453125e+01 0.000000000000000000e+00
2.040000000000000000e+02 5.000000000000000000e+01 4.059075927734375000e+01 0.000000000000000000e+00
2.040000000000000000e+02 5.500000000000000000e+01 4.337210083007812500e+01 0.000000000000000000e+00
2.040000000000000000e+02 5.600000000000000000e+01 4.386395645141601562e+01 0.000000000000000000e+00
2.040000000000000000e+02 5.900000000000000000e+01 4.182472229003906250e+01 1.354698181152343750e+00
2.040000000000000000e+02 6.000000000000000000e+01 4.353317260742187500e+01 0.000000000000000000e+00
2.040000000000000000e+02 6.200000000000000000e+01 4.291485595703125000e+01 2.014614105224609375e+00
2.040000000000000000e+02 6.400000000000000000e+01 4.258285522460937500e+01 0.000000000000000000e+00
2.040000000000000000e+02 7.100000000000000000e+01 4.381563186645507812e+01 0.000000000000000000e+00
2.040000000000000000e+02 7.300000000000000000e+01 4.449517059326171875e+01 0.000000000000000000e+00
2.050000000000000000e+02 1.000000000000000000e+00 3.047784423828125000e+01 4.136582434721003843e+00
2.050000000000000000e+02 8.000000000000000000e+00 2.656432914733886719e+01 3.765087127685546875e-01
2.050000000000000000e+02 9.000000000000000000e+00 2.631688880920410156e+01 6.140346527099609375e-01
2.050000000000000000e+02 1.600000000000000000e+01 3.004783630371093750e+01 0.000000000000000000e+00
2.050000000000000000e+02 1.800000000000000000e+01 3.224296092987060547e+01 2.158650398254394531e+00
2.050000000000000000e+02 2.000000000000000000e+01 2.986873054504394531e+01 9.167957305908203125e-01
2.050000000000000000e+02 2.500000000000000000e+01 4.171938705444335938e+01 0.000000000000000000e+00
2.050000000000000000e+02 2.600000000000000000e+01 4.041912078857421875e+01 0.000000000000000000e+00
2.050000000000000000e+02 2.700000000000000000e+01 3.199158859252929688e+01 0.000000000000000000e+00
2.050000000000000000e+02 3.100000000000000000e+01 3.579216766357421875e+01 0.000000000000000000e+00
2.050000000000000000e+02 3.200000000000000000e+01 3.892615509033203125e+01 0.000000000000000000e+00
2.050000000000000000e+02 3.400000000000000000e+01 3.819919967651367188e+01 0.000000000000000000e+00
2.050000000000000000e+02 3.500000000000000000e+01 3.603120422363281250e+01 0.000000000000000000e+00
2.050000000000000000e+02 3.700000000000000000e+01 3.973494338989257812e+01 0.000000000000000000e+00
2.050000000000000000e+02 4.500000000000000000e+01 4.199481582641601562e+01 2.896636373031256650e-01
2.050000000000000000e+02 4.600000000000000000e+01 4.081056976318359375e+01 0.000000000000000000e+00
2.050000000000000000e+02 4.700000000000000000e+01 4.168459701538085938e+01 1.554462432861328125e+00
2.050000000000000000e+02 4.800000000000000000e+01 4.281359100341796875e+01 5.815048217773437500e-01
2.050000000000000000e+02 4.900000000000000000e+01 4.374150466918945312e+01 0.000000000000000000e+00
2.050000000000000000e+02 5.500000000000000000e+01 4.561845397949218750e+01 0.000000000000000000e+00
2.050000000000000000e+02 5.600000000000000000e+01 4.371401214599609375e+01 0.000000000000000000e+00
2.050000000000000000e+02 6.300000000000000000e+01 4.444151687622070312e+01 5.902442932128906250e-01
2.050000000000000000e+02 6.400000000000000000e+01 4.254924011230468750e+01 0.000000000000000000e+00
2.050000000000000000e+02 6.700000000000000000e+01 4.133106613159179688e+01 0.000000000000000000e+00
2.050000000000000000e+02 7.100000000000000000e+01 3.929392242431640625e+01 0.000000000000000000e+00
2.050000000000000000e+02 7.400000000000000000e+01 4.366506958007812500e+01 0.000000000000000000e+00
2.060000000000000000e+02 1.000000000000000000e+00 2.366424560546875000e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.000000000000000000e+00 2.615393066406250000e+01 0.000000000000000000e+00
2.060000000000000000e+02 7.000000000000000000e+00 2.702235794067382812e+01 0.000000000000000000e+00
2.060000000000000000e+02 8.000000000000000000e+00 3.289349365234375000e+01 0.000000000000000000e+00
2.060000000000000000e+02 9.000000000000000000e+00 3.096141052246093750e+01 0.000000000000000000e+00
2.060000000000000000e+02 1.000000000000000000e+01 3.467062759399414062e+01 0.000000000000000000e+00
2.060000000000000000e+02 1.100000000000000000e+01 3.406320953369140625e+01 0.000000000000000000e+00
2.060000000000000000e+02 1.500000000000000000e+01 2.843170547485351562e+01 0.000000000000000000e+00
2.060000000000000000e+02 1.800000000000000000e+01 3.626866149902343750e+01 0.000000000000000000e+00
2.060000000000000000e+02 2.000000000000000000e+01 2.786974525451660156e+01 0.000000000000000000e+00
2.060000000000000000e+02 2.100000000000000000e+01 3.236557769775390625e+01 0.000000000000000000e+00
2.060000000000000000e+02 2.500000000000000000e+01 3.168740653991699219e+01 0.000000000000000000e+00
2.060000000000000000e+02 2.800000000000000000e+01 3.698152542114257812e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.300000000000000000e+01 3.980223846435546875e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.400000000000000000e+01 3.654330062866210938e+01 1.167369842529296875e+00
2.060000000000000000e+02 3.500000000000000000e+01 4.231644439697265625e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.600000000000000000e+01 3.539257431030273438e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.800000000000000000e+01 4.383201599121093750e+01 0.000000000000000000e+00
2.060000000000000000e+02 3.900000000000000000e+01 3.711887359619140625e+01 0.000000000000000000e+00
2.060000000000000000e+02 4.100000000000000000e+01 4.383805084228515625e+01 0.000000000000000000e+00
2.060000000000000000e+02 4.200000000000000000e+01 4.182173156738281250e+01 0.000000000000000000e+00
2.060000000000000000e+02 4.800000000000000000e+01 4.003038787841796875e+01 0.000000000000000000e+00
2.060000000000000000e+02 5.000000000000000000e+01 4.039065456390380859e+01 1.513056040048797790e+00
2.060000000000000000e+02 5.200000000000000000e+01 4.272032546997070312e+01 2.038326263427734375e+00
2.060000000000000000e+02 5.600000000000000000e+01 4.354907226562500000e+01 3.277435302734375000e-01
2.060000000000000000e+02 6.100000000000000000e+01 4.658448410034179688e+01 0.000000000000000000e+00
2.060000000000000000e+02 6.300000000000000000e+01 4.262735748291015625e+01 0.000000000000000000e+00
2.070000000000000000e+02 1.000000000000000000e+00 2.218929100036621094e+01 1.034906387329101562e+00
2.070000000000000000e+02 3.000000000000000000e+00 3.335919952392578125e+01 0.000000000000000000e+00
2.070000000000000000e+02 6.000000000000000000e+00 2.627206802368164062e+01 0.000000000000000000e+00
2.070000000000000000e+02 1.000000000000000000e+01 2.471103096008300781e+01 0.000000000000000000e+00
2.070000000000000000e+02 1.200000000000000000e+01 2.603490447998046875e+01 0.000000000000000000e+00
2.070000000000000000e+02 1.600000000000000000e+01 2.933956336975097656e+01 0.000000000000000000e+00
2.070000000000000000e+02 1.800000000000000000e+01 3.579223632812500000e+01 0.000000000000000000e+00
2.070000000000000000e+02 2.000000000000000000e+01 3.964199829101562500e+01 0.000000000000000000e+00
2.070000000000000000e+02 2.200000000000000000e+01 3.222729492187500000e+01 0.000000000000000000e+00
2.070000000000000000e+02 2.800000000000000000e+01 3.186365127563476562e+01 0.000000000000000000e+00
2.070000000000000000e+02 3.100000000000000000e+01 3.633038330078125000e+01 0.000000000000000000e+00
2.070000000000000000e+02 3.200000000000000000e+01 3.774144744873046875e+01 0.000000000000000000e+00
2.070000000000000000e+02 3.300000000000000000e+01 3.709152221679687500e+01 0.000000000000000000e+00
2.070000000000000000e+02 3.400000000000000000e+01 3.688116200764974195e+01 1.078975581252263893e+00
2.070000000000000000e+02 3.900000000000000000e+01 3.617209625244140625e+01 0.000000000000000000e+00
2.070000000000000000e+02 4.500000000000000000e+01 4.192797851562500000e+01 0.000000000000000000e+00
2.070000000000000000e+02 4.800000000000000000e+01 4.205789947509765625e+01 0.000000000000000000e+00
2.070000000000000000e+02 5.200000000000000000e+01 4.325225067138671875e+01 0.000000000000000000e+00
2.070000000000000000e+02 5.300000000000000000e+01 3.989279937744140625e+01 0.000000000000000000e+00
2.070000000000000000e+02 5.500000000000000000e+01 4.551346588134765625e+01 0.000000000000000000e+00
2.070000000000000000e+02 5.900000000000000000e+01 4.214694976806640625e+01 0.000000000000000000e+00
2.070000000000000000e+02 6.400000000000000000e+01 4.160984039306640625e+01 0.000000000000000000e+00
2.070000000000000000e+02 6.500000000000000000e+01 3.863799285888671875e+01 0.000000000000000000e+00
2.070000000000000000e+02 6.900000000000000000e+01 4.530149841308593750e+01 0.000000000000000000e+00
2.070000000000000000e+02 7.000000000000000000e+01 4.075817871093750000e+01 0.000000000000000000e+00
2.070000000000000000e+02 7.100000000000000000e+01 4.511785507202148438e+01 0.000000000000000000e+00
2.070000000000000000e+02 7.300000000000000000e+01 4.167088190714517992e+01 2.112038086101083234e+00
2.070000000000000000e+02 7.500000000000000000e+01 3.966162490844726562e+01 0.000000000000000000e+00
2.080000000000000000e+02 2.000000000000000000e+00 2.929177665710449219e+01 5.339746475219726562e+00
2.080000000000000000e+02 1.000000000000000000e+01 2.667461776733398438e+01 0.000000000000000000e+00
2.080000000000000000e+02 1.900000000000000000e+01 2.921617126464843750e+01 0.000000000000000000e+00
2.080000000000000000e+02 2.000000000000000000e+01 3.024399566650390625e+01 7.278938293457031250e-01
2.080000000000000000e+02 2.300000000000000000e+01 3.512010955810546875e+01 0.000000000000000000e+00
2.080000000000000000e+02 3.600000000000000000e+01 3.522167968750000000e+01 0.000000000000000000e+00
2.080000000000000000e+02 4.000000000000000000e+01 4.371340942382812500e+01 0.000000000000000000e+00
2.080000000000000000e+02 4.100000000000000000e+01 4.451319885253906250e+01 0.000000000000000000e+00
2.080000000000000000e+02 4.700000000000000000e+01 4.091464996337890625e+01 0.000000000000000000e+00
2.080000000000000000e+02 4.800000000000000000e+01 4.406278228759765625e+01 0.000000000000000000e+00
2.080000000000000000e+02 4.900000000000000000e+01 3.828002548217773438e+01 0.000000000000000000e+00
2.080000000000000000e+02 5.000000000000000000e+01 3.910677146911621094e+01 7.072200775146484375e-01
2.080000000000000000e+02 5.300000000000000000e+01 4.353470230102539062e+01 0.000000000000000000e+00
2.080000000000000000e+02 5.400000000000000000e+01 4.242235565185546875e+01 0.000000000000000000e+00
2.080000000000000000e+02 5.500000000000000000e+01 4.278371047973632812e+01 0.000000000000000000e+00
2.080000000000000000e+02 5.900000000000000000e+01 4.096873474121093750e+01 0.000000000000000000e+00
2.080000000000000000e+02 6.100000000000000000e+01 4.544446182250976562e+01 0.000000000000000000e+00
2.080000000000000000e+02 6.200000000000000000e+01 4.063191223144531250e+01 0.000000000000000000e+00
2.080000000000000000e+02 6.300000000000000000e+01 4.475178909301757812e+01 0.000000000000000000e+00
2.080000000000000000e+02 6.400000000000000000e+01 4.275719451904296875e+01 0.000000000000000000e+00
2.080000000000000000e+02 6.700000000000000000e+01 4.177468872070312500e+01 2.043485200388995171e+00
2.080000000000000000e+02 6.800000000000000000e+01 4.303636932373046875e+01 0.000000000000000000e+00
2.080000000000000000e+02 7.800000000000000000e+01 4.354236602783203125e+01 0.000000000000000000e+00
2.090000000000000000e+02 1.000000000000000000e+00 2.390727233886718750e+01 0.000000000000000000e+00
2.090000000000000000e+02 1.200000000000000000e+01 2.995412445068359375e+01 4.408664282615752050e+00
2.090000000000000000e+02 1.300000000000000000e+01 2.574874877929687500e+01 0.000000000000000000e+00
2.090000000000000000e+02 1.600000000000000000e+01 3.923672485351562500e+01 0.000000000000000000e+00
2.090000000000000000e+02 1.700000000000000000e+01 2.920914077758789062e+01 0.000000000000000000e+00
2.090000000000000000e+02 2.100000000000000000e+01 3.255212402343750000e+01 0.000000000000000000e+00
2.090000000000000000e+02 2.300000000000000000e+01 3.288670221964517992e+01 1.450997222327082836e+00
2.090000000000000000e+02 2.500000000000000000e+01 3.321957778930664062e+01 0.000000000000000000e+00
2.090000000000000000e+02 2.800000000000000000e+01 3.713725280761718750e+01 0.000000000000000000e+00
2.090000000000000000e+02 3.400000000000000000e+01 3.498352622985839844e+01 1.948507308959960938e+00
2.090000000000000000e+02 3.800000000000000000e+01 3.705995178222656250e+01 0.000000000000000000e+00
2.090000000000000000e+02 4.000000000000000000e+01 4.076036071777343750e+01 0.000000000000000000e+00
2.090000000000000000e+02 4.800000000000000000e+01 4.237971496582031250e+01 0.000000000000000000e+00
2.090000000000000000e+02 4.900000000000000000e+01 4.167759323120117188e+01 0.000000000000000000e+00
2.090000000000000000e+02 5.000000000000000000e+01 3.911540031433105469e+01 1.319913864135742188e+00
2.090000000000000000e+02 5.700000000000000000e+01 4.305312347412109375e+01 0.000000000000000000e+00
2.090000000000000000e+02 5.900000000000000000e+01 4.172788238525390625e+01 0.000000000000000000e+00
2.090000000000000000e+02 6.200000000000000000e+01 4.364279174804687500e+01 0.000000000000000000e+00
2.090000000000000000e+02 6.300000000000000000e+01 4.457979965209960938e+01 0.000000000000000000e+00
2.090000000000000000e+02 6.500000000000000000e+01 4.342863845825195312e+01 6.898002624511718750e-01
2.090000000000000000e+02 6.700000000000000000e+01 4.278999455769857008e+01 1.055730036183554432e+00
2.090000000000000000e+02 6.900000000000000000e+01 4.296948242187500000e+01 0.000000000000000000e+00
2.100000000000000000e+02 0.000000000000000000e+00 2.231338691711425781e+01 0.000000000000000000e+00
2.100000000000000000e+02 8.000000000000000000e+00 2.712903976440429688e+01 0.000000000000000000e+00
2.100000000000000000e+02 1.000000000000000000e+01 3.301992988586425781e+01 1.621801376342773438e+00
2.100000000000000000e+02 1.200000000000000000e+01 2.621226882934570312e+01 6.608695983886718750e-01
2.100000000000000000e+02 1.700000000000000000e+01 2.824780845642089844e+01 0.000000000000000000e+00
2.100000000000000000e+02 1.800000000000000000e+01 3.647962951660156250e+01 0.000000000000000000e+00
2.100000000000000000e+02 2.000000000000000000e+01 3.610704421997070312e+01 0.000000000000000000e+00
2.100000000000000000e+02 2.200000000000000000e+01 2.697885704040527344e+01 0.000000000000000000e+00
2.100000000000000000e+02 2.300000000000000000e+01 3.192623901367187500e+01 0.000000000000000000e+00
2.100000000000000000e+02 2.400000000000000000e+01 3.214229393005371094e+01 1.882228851318359375e-01
2.100000000000000000e+02 2.500000000000000000e+01 3.543328285217285156e+01 1.930154800415039062e+00
2.100000000000000000e+02 2.600000000000000000e+01 3.734033584594726562e+01 3.684169769287109375e+00
2.100000000000000000e+02 2.900000000000000000e+01 3.147621536254882812e+01 0.000000000000000000e+00
2.100000000000000000e+02 3.300000000000000000e+01 4.200148773193359375e+01 0.000000000000000000e+00
2.100000000000000000e+02 3.800000000000000000e+01 3.985613250732421875e+01 0.000000000000000000e+00
2.100000000000000000e+02 4.200000000000000000e+01 3.791663742065429688e+01 1.699451446533203125e+00
2.100000000000000000e+02 4.500000000000000000e+01 4.136862182617187500e+01 0.000000000000000000e+00
2.100000000000000000e+02 4.800000000000000000e+01 4.075816345214843750e+01 0.000000000000000000e+00
2.100000000000000000e+02 5.200000000000000000e+01 3.925118255615234375e+01 0.000000000000000000e+00
2.100000000000000000e+02 5.300000000000000000e+01 3.924998092651367188e+01 0.000000000000000000e+00
2.100000000000000000e+02 5.500000000000000000e+01 4.499400329589843750e+01 0.000000000000000000e+00
2.100000000000000000e+02 5.800000000000000000e+01 4.354605102539062500e+01 0.000000000000000000e+00
2.100000000000000000e+02 5.900000000000000000e+01 4.158592605590820312e+01 0.000000000000000000e+00
2.100000000000000000e+02 6.700000000000000000e+01 4.104981740315755445e+01 1.947178567813188765e+00
2.100000000000000000e+02 6.800000000000000000e+01 4.367360687255859375e+01 0.000000000000000000e+00
2.100000000000000000e+02 6.900000000000000000e+01 3.891649627685546875e+01 0.000000000000000000e+00
2.100000000000000000e+02 7.000000000000000000e+01 4.069296646118164062e+01 0.000000000000000000e+00
2.100000000000000000e+02 7.400000000000000000e+01 4.391243553161621094e+01 5.592250823974609375e-01
2.110000000000000000e+02 0.000000000000000000e+00 2.738533973693847656e+01 0.000000000000000000e+00
2.110000000000000000e+02 1.000000000000000000e+00 2.699774551391601562e+01 5.353578593915149675e+00
2.110000000000000000e+02 2.000000000000000000e+00 2.830903053283691406e+01 5.080324172973632812e+00
2.110000000000000000e+02 1.000000000000000000e+01 2.645143127441406250e+01 0.000000000000000000e+00
2.110000000000000000e+02 1.400000000000000000e+01 2.656037902832031250e+01 0.000000000000000000e+00
2.110000000000000000e+02 1.900000000000000000e+01 2.796612930297851562e+01 0.000000000000000000e+00
2.110000000000000000e+02 2.600000000000000000e+01 3.257793807983398438e+01 0.000000000000000000e+00
2.110000000000000000e+02 3.800000000000000000e+01 3.999236297607421875e+01 0.000000000000000000e+00
2.110000000000000000e+02 4.200000000000000000e+01 3.496000671386718750e+01 0.000000000000000000e+00
2.110000000000000000e+02 4.400000000000000000e+01 3.928746414184570312e+01 2.864368438720703125e+00
2.110000000000000000e+02 4.700000000000000000e+01 4.335657882690429688e+01 0.000000000000000000e+00
2.110000000000000000e+02 4.800000000000000000e+01 4.169889831542968750e+01 4.989776611328125000e-01
2.110000000000000000e+02 5.000000000000000000e+01 4.029854393005371094e+01 6.473789215087890625e-01
2.110000000000000000e+02 5.700000000000000000e+01 3.654244995117187500e+01 0.000000000000000000e+00
2.110000000000000000e+02 6.200000000000000000e+01 3.931324005126953125e+01 0.000000000000000000e+00
2.110000000000000000e+02 6.400000000000000000e+01 3.986470413208007812e+01 0.000000000000000000e+00
2.110000000000000000e+02 6.900000000000000000e+01 4.266640090942382812e+01 0.000000000000000000e+00
2.110000000000000000e+02 7.100000000000000000e+01 4.482941436767578125e+01 0.000000000000000000e+00
2.110000000000000000e+02 7.300000000000000000e+01 4.306584930419921875e+01 0.000000000000000000e+00
2.110000000000000000e+02 7.900000000000000000e+01 4.322960281372070312e+01 0.000000000000000000e+00
2.120000000000000000e+02 0.000000000000000000e+00 2.400725173950195312e+01 7.713584899902343750e-01
2.120000000000000000e+02 1.000000000000000000e+00 2.517816448211669922e+01 1.516457557678222656e+00
2.120000000000000000e+02 1.200000000000000000e+01 3.192422819137573242e+01 6.403074854833737284e+00
2.120000000000000000e+02 2.200000000000000000e+01 3.197004890441894531e+01 0.000000000000000000e+00
2.120000000000000000e+02 2.300000000000000000e+01 3.227002716064453125e+01 0.000000000000000000e+00
2.120000000000000000e+02 2.400000000000000000e+01 3.138676834106445312e+01 0.000000000000000000e+00
2.120000000000000000e+02 2.500000000000000000e+01 3.646101379394531250e+01 1.286701202392578125e+00
2.120000000000000000e+02 3.100000000000000000e+01 3.517714691162109375e+01 0.000000000000000000e+00
2.120000000000000000e+02 3.200000000000000000e+01 4.158205413818359375e+01 0.000000000000000000e+00
2.120000000000000000e+02 3.300000000000000000e+01 4.238404846191406250e+01 0.000000000000000000e+00
2.120000000000000000e+02 3.400000000000000000e+01 4.044372558593750000e+01 0.000000000000000000e+00
2.120000000000000000e+02 3.700000000000000000e+01 3.927874946594238281e+01 5.515003204345703125e-01
2.120000000000000000e+02 3.800000000000000000e+01 3.651527023315429688e+01 8.216590881347656250e-01
2.120000000000000000e+02 3.900000000000000000e+01 3.923653984069824219e+01 3.136043548583984375e-01
2.120000000000000000e+02 4.700000000000000000e+01 4.015350341796875000e+01 0.000000000000000000e+00
2.120000000000000000e+02 4.800000000000000000e+01 4.089367294311523438e+01 0.000000000000000000e+00
2.120000000000000000e+02 5.500000000000000000e+01 4.329717063903808594e+01 8.560009002685546875e-01
2.120000000000000000e+02 5.600000000000000000e+01 4.227283477783203125e+01 0.000000000000000000e+00
2.120000000000000000e+02 5.700000000000000000e+01 4.311893463134765625e+01 0.000000000000000000e+00
2.120000000000000000e+02 5.900000000000000000e+01 4.063105010986328125e+01 0.000000000000000000e+00
2.120000000000000000e+02 6.200000000000000000e+01 4.167836380004882812e+01 2.390407562255859375e+00
2.120000000000000000e+02 6.500000000000000000e+01 4.352185821533203125e+01 0.000000000000000000e+00
2.120000000000000000e+02 6.700000000000000000e+01 4.352985000610351562e+01 8.012771606445312500e-02
2.120000000000000000e+02 7.000000000000000000e+01 4.244199371337890625e+01 0.000000000000000000e+00
2.120000000000000000e+02 8.100000000000000000e+01 3.977503967285156250e+01 0.000000000000000000e+00
2.130000000000000000e+02 0.000000000000000000e+00 2.311117172241210938e+01 4.246368408203125000e-01
2.130000000000000000e+02 1.000000000000000000e+00 2.277307891845703125e+01 0.000000000000000000e+00
